,date_time,headlines
259,2016-10-20 20:45:06.549,"

Wipro To Acquire U.S.-Based Cloud Consultancy Firm Appirio For $500 Million"
260,2016-09-23 09:14:42.530,"Stocks To Watch: BHEL, Sun Pharma, Morepen Labs, Wipro And More"
261,2016-09-23 08:33:19.634,Wipro Consumer Care To Acquire Chinese FMCG Firm
262,2016-09-16 08:13:08.831,"Stocks To Watch: Reliance Communications, Wipro, PNB, Adani Power And More"
263,2016-09-07 22:44:22.504,"

Employee State Insurance Corporation Imposes A  Rs 141 Crore Penalty On Wipro"
264,2016-09-07 10:20:22.692,Wipro Bags 3-Year IT Contract From Norwegian  Transportation Giant NSB
265,2016-09-07 10:11:27.283,"Stocks Radar: Jubilant Foodworks, Lupin, ONGC, Wipro and More"
266,2016-09-07 08:21:59.771,"Stocks To Watch: GAIL, ONGC, SpiceJet, Wipro and More"
267,2016-08-19 08:53:29.495,Wipro Buys Minority Stake in Israeli Cyber Security Firm for $1.5 Million
268,2016-07-21 14:29:18.421,"Stock Radar: VRL Logistics, Wipro and More"
269,2016-07-21 06:58:43.563," Sensex, Nifty Extend Gains; Pharma, Real Estate Outperform, Wipro Tops Loser List"
270,2016-07-20 09:37:05.662,"Stocks to Watch: Alok Industries, Telcos, Wipro and More"
271,2016-07-20 06:37:06.045,"Wipro’s Profit Misses Street Estimates, Guidance Disappoints "
272,2016-07-19 09:15:13.237,"Stocks to Watch: Wipro, ICICI Bank, UltraTech and More"
273,2016-07-11 10:36:48.261,"Stocks Radar: Wipro, Bharti Airtel, Bayer CropScience and More"
274,2017-01-25 12:06:30.329,"Stocks Radar: Bharti Airtel, Biocon, Maruti Suzuki And More "
275,2020-07-14 09:32:59.565,Trade Setup For July 14
276,2018-10-09 08:25:20.761,Here Are The Stocks That Surprised Analysts This Year
277,2018-04-27 18:40:17.325,Indian Tech Stocks Are Having Their Best April In Nine Years
278,2018-10-28 14:14:19.086,Eight Of Top 10 Companies Suffer Rs 1.35 Lakh Crore-Hit In Market Valuation
279,2018-09-26 20:34:58.679,"PremjiInvest, Axis AMC Pick 4% In SBI General"
280,2021-01-04 10:10:04.021,"IT Sector Q3 Earnings Preview: Compressed Transformation To Offset Seasonality; Focus On FY22 Strength, Says Nirmal Bang"
281,2020-12-30 14:39:24.388,I.T. Sector Q3 Earnings Preview - Healthy Topline Growth Despite Seasonally Weak Quarter: ICICI Direct
282,2020-12-28 07:49:19.986,"Nirmal Bang: Indian IT Services Seeing A Bolder, Riskier Phase In Large Deals"
283,2020-12-22 09:33:02.662,Indian IT Services Check - Pickup In Digital Engineering Spends: Prabhudas Lilladher
284,2020-12-18 13:25:20.525,Accenture’s Strong Performance A Positive Read-Through For Indian IT: ICICI Securities
285,2020-12-18 09:59:12.908,"Indian IT Sector’s Demand Environment Remains Intact, Strong Acceleration In Cloud Adoption: Prabhudas Lilladher"
286,2020-12-09 22:56:24.244,"TCS’ Rs 16,000-Crore Buyback Offer To Open On Dec. 18"
287,2020-11-27 18:27:55.971,FC Kohli Defined Vision For ‘Outstandingly Successful’ TCS: Ratan Tata
288,2020-11-18 23:00:49.039,"TCS Shareholders Approve Up To Rs 16,000-Crore Buyback Plan"
289,2020-10-23 10:11:26.989,Motilal Oswal: IT Earnings Reinforce Overweight Stance 
290,2020-10-09 10:17:59.512,Motilal Oswal: ISG Indicates Better-Than-Expected Recovery  
291,2020-09-30 07:00:00.000,Nirmal Bang On IT Sector: Medium Term Commentary Turning More Positive
292,2020-09-02 20:09:48.871,Happiest Minds IPO To Open On Sept. 7; Fixes Price Band Of Rs 165-166 Per Share
293,2020-08-24 21:27:30.725,Ashok Soota’s Happiest Minds Gets SEBI Nod To Launch IPO
294,2020-05-10 21:02:38.450,Pune Labour Office Issues Notice To Tech Mahindra On Alleged Pay Cuts
295,2020-04-21 10:19:08.063,Q4 Results: How India’s Top IT Firms Fared
296,2020-02-20 15:42:22.492,Udemy Gets $50 Million Funding From Benesse Holdings At $2 Billion Valuation
297,2020-01-18 13:41:38.360,TCS Sees No Impact After Supreme Court Stays NCLAT Ruling To Reinstate Cyrus Mistry
298,2020-01-15 17:08:43.943,"Mindtree Q3 Results: Media, BFSI Verticals Aid Revenue Growth"
299,2020-01-13 18:29:09.916,SEBI Extends Deadline By Two Years To Split Chairman And Managing Director Posts
300,2018-06-04 18:02:26.976,Mutual Funds Prefer Large IT Firms Over Mid-Sized Peers
301,2019-09-25 20:40:06.016,Sterlite Technologies Arm To Fully Acquire Impact Data Solutions
302,2019-09-22 16:46:30.000,$1 Billion Savings Seen for Firms on India Buyback Tax Exemption
303,2019-09-20 16:14:24.871,These Companies Stand To Gain From The Buyback Tax Relief
304,2019-08-28 19:45:42.961,Soap Makers Reduce Prices To Boost Sales
305,2018-03-14 14:24:40.557,IT Index Posts Best Start To Year Since 2015 
306,2019-06-07 16:50:26.629,Nippon Life Makes Open Offer To Acquire 22.49% Stake In Reliance Nippon AMC
307,2019-06-05 21:41:18.505,Interest in U.S. Tech Jobs from Indian and U.K. Workers Wanes 
308,2018-02-20 13:02:08.771,Nasscom Expects Indian IT Sector Growth To Remain Steady In FY19
309,2019-04-06 00:14:26.317,"Nasscom Appoints Keshav Murugesh As Chairman, Infosys COO As Vice Chairman"
310,2019-03-14 17:29:54.322,Nifty IT Index’s Longest Losing Streak In 19 Months
311,2019-02-21 14:22:45.291,"Tech Mahindra Approves Rs 1,956-Crore Share Buyback"
312,2019-01-21 11:25:26.815,Top Indian IT Firms Reward Shareholders With Rs 1.17-Lakh-Crore Bounty In Two Years
313,2018-11-28 19:40:51.766,"Legacy IT Business Of Sending Indians Abroad Is Dead, Says Vineet Nayar"
314,2018-11-26 18:21:31.426,Nifty IT Index Trades At Its Lowest Valuation In One Year
315,2018-10-28 16:21:21.022, Re-Skilling Biggest Challenge For IT Sector: Nasscom President
316,2018-09-14 22:26:16.700,"Amitabh Bachchan, Sachin Tendulkar To Sign Daan Utsav Pledge This Year"
317,2018-07-19 23:49:17.960,Azim Premji Says Early Investments In Disruptive Tech Has Yielded Success
318,2021-01-27 15:07:00.861,IT Sector Check - Another Standout Quarter; Another Upgrade: Motilal Oswal
319,2021-01-15 11:10:24.840,"Infosys, TCS Stand Out As Pandemic-Led Digital Shift Drives Q3 IT Earnings"
320,2021-01-15 10:55:30.205,HCL Technologies Q3 Results: FY21 Margin Guidance Raised
321,2021-01-14 07:05:53.940,"Infosys Q3 Results: Raises Revenue, Margin Guidance For FY21"
322,2021-01-13 10:42:17.000,"IT Sector 2021 Outlook: Positive  Commentary From Advisors; Growth Seen Improving, Says Motilal Oswal"
323,2021-01-12 18:44:59.502,"HUL, Godrej Consumer Hike Soap Prices As Raw Materials Turn Costlier "
324,2021-01-12 07:22:02.000,"India Stocks Close at New Record on Vaccine, Earnings Prospects"
325,2021-01-05 12:02:17.287,IT Sector Q3 Earnings Preview: HDFC Securities Sees  2021 Starting On A High Note
326,2021-01-04 20:35:50.709,"Indian IT Services Q3 Earnings Preview: Ready For Strong FY22, Says Prabhudas Lilladher  "
327,2021-01-04 10:12:02.275,"Technology Sector Q3 Earnings Preview: Robust Growth Expected Despite Adverse Seasonality, Says Motilal Oswal"
328,2020-12-31 06:58:00.000,"IT Sector Looks Stronger In Near Term; Raising Target Prices, Says Nirmal Bang "
329,2020-12-29 15:52:15.671,"I.T. On The Cusp Of Multi-Year Transformation Phase, Says ICICI Direct"
330,2020-12-28 11:04:24.945,"Indian IT Sector Q3 Earnings Preview - Fewer Furloughs, Residual Comeback: ICICI Securities"
331,2020-12-24 21:20:10.153,Indian IT Sector: How Much Stronger And For How Much Longer? Nirmal Bang 
332,2020-12-03 11:01:34.792,Prabhudas Lilladher On Indian IT Services - Technology Spends In Virtuous Cycle
333,2020-11-26 23:18:27.687,Indian IT Industry Pioneer FC Kohli Dead
334,2020-11-23 17:01:52.309,IT Spending In India To Grow 6% In 2021 To $81.9 Billion: Gartner
335,2020-11-12 18:10:22.039,"KRChoksey: IT Sector Q2 FY21 Post Earnings Review -Resilience, A Key Theme Across-The-Board Amid Pandemic Impact"
336,2020-10-23 18:18:40.877,"Tech Mahindra Q2 Results: Profit Rises, Margin Expands As Pandemic Impact Fades Away"
337,2020-10-09 13:47:22.488,ICICI Securities On Technology Sector - Stagnant As-A-Service; Strong Recovery In Managed Services 
338,2020-10-06 13:34:04.929,IDBI Capital: September 2020 - Capital Market Report
339,2020-10-06 13:30:41.381,Motilal Oswal: India Valuations Handbook - Recovery Taking Shape; Mid-Caps Outperform Yet Again
340,2020-09-29 21:31:35.049,Ashok Soota Debuts On Hurun India Rich List Topped By Mukesh Ambani
341,2020-09-28 23:35:08.129,"ICICI Direct: Derivatives Monthly Outlook - Nifty Likely To Face Hurdle Near 11,300-11,500 Amid Volatility  "
342,2020-09-25 18:31:15.953,"Dolat Capital: India Equities - Reality Check, Finally"
343,2020-09-25 08:26:01.199,"Motilal Oswal: Accenture Q4 Review - An Encouraging Outlook, Strong Order Bookings"
344,2020-09-24 19:23:42.474,KRChoksey:   Q1 FY21 Post Earnings Review - Cost Optimisation Remained The Mantra 
345,2020-09-13 11:53:25.000,77-Year-Old Entrepreneur Hits India IPO Jackpot Second Time
346,2020-09-04 08:34:22.698,Anand Rathi: India Services PMI  Still In Contraction Zone 
347,2020-09-03 09:26:25.392,HDFC Securities: Indian I.T. Sector - Expanding Centre Of Gravity 
348,2020-09-02 08:03:03.945,Anand Rathi: India GDP Q1 FY21 - Bracing For The Aftershock
349,2020-09-02 08:00:16.450,SBI Research: Q1 GDP Reveals Deeper Malaise; Estimate Real GDP At -10.9% In FY21 
350,2020-09-02 07:24:20.000,"India’s Gen Z Risks Getting Left Out of Formal Jobs, Study Says"
351,2020-09-01 09:11:40.734,Dolat Capital: Nifty 50 Performance And Outlook - August 2020 
352,2020-09-01 08:02:25.582,Motilal Oswal: India’s Real GDP To Contract By Approximately 5.2% In FY21  
353,2020-08-31 15:55:55.317,Dolat Capital: IT Outperformed As Stocks Re-Rates; Time To Get Selective  
354,2020-08-24 15:46:35.517,HDFC Securities: Indian IT - Expanding Centre Of Gravity
355,2020-08-19 13:41:40.407,"ICICI Direct:  Market Undergoing V-Shaped Recovery, Be Stock Specific "
356,2020-08-19 10:44:25.435,Motilal Oswal: DII Stake In Nifty 500 Hits Five-Year High
357,2020-08-17 20:08:27.337,"Mitron, Six-Month-Old Indian TikTok Rival, Gets Funding At $20 Million Valuation"
358,2020-08-07 18:53:35.825,Motilal Oswal: Acceleration in Technology Spend At Top BFSI Firms 
359,2020-08-06 16:03:12.292,KRChoksey: Resilience - A Key Theme Across India’s IT Sector Amid Pandemic Impact; Q2 To Witness Growth
360,2020-08-04 18:13:13.276,Motilal Oswal: Q1 FY21 Interim Earnings Review - Healthcare And Technology Beat Earnings Estimates
361,2020-07-29 07:20:23.000,Blowout Earnings Spur Biggest Upgrades for India Tech Since 2013
362,2020-07-27 17:03:02.877,"Tech Mahindra Q1 Results: Profit Rises, Margin Improves Despite Pandemic Disruptions"
363,2020-07-21 17:28:43.574,Motilal Oswal: India’s IT Sector Stands Out; Making A Bigger Overweight In Model Portfolio
364,2020-07-18 08:32:14.580,Q1 Results: Infosys Stands Out Among Peers 
365,2020-07-17 19:49:16.561,HCL Technologies Q1 Results: Profit Falls; Firm Resumes Annual Guidance
366,2020-07-16 17:44:25.210,ICICI Securities: Infosys - Stellar Execution In Both Revenue And Margin In Q1
367,2020-07-16 07:36:06.000,India’s Stocks Index Pares Gains After Reliance Weighs on Sensex
368,2020-07-15 06:40:47.000,India Stocks Decline as Lockdowns Resume in Some Locations
369,2020-06-26 18:50:20.594,Accenture Earnings Imply Improving Business Environment For Indian IT Firms
370,2020-06-24 16:09:37.682,Trump’s H-1B Visa Suspension Seen Having Little Impact On Indian IT Firms
371,2020-06-12 18:55:00.749,Ashok Soota’s Happiest Minds Files Draft IPO Papers With SEBI
372,2020-06-02 19:23:08.093,Infosys CEO Salil Parekh Draws Rs 34.27 Crore Pay Package In FY20
373,2020-05-17 12:16:42.000,Billionaire Defends Workers’ Rights as Indian States Dilute Laws
374,2020-05-14 16:29:14.742,Gartner Expects Global IT Spends To Dip In 2020 Amid Coronavirus Pandemic
375,2020-04-30 07:58:53.731,Stocks With The Biggest Cut In Foreign Ownership During Pandemic
376,2020-04-22 07:26:58.000,Indian Firms Face Prolonged Earnings Downgrades After Lockdown
377,2020-04-21 21:40:48.000,Infosys Joins a Growing List of Companies Ditching Outlooks
378,2018-02-05 21:24:22.064,"Infosys Completes Rs 13,000 Crore Buyback"
379,2020-04-17 07:38:32.000,Indian Stocks Gain in Volatile Trade as Investors Mull Earnings
380,2020-03-23 14:59:42.457,Accenture’s Earnings Imply Near-Term Pain For Indian IT Firms
381,2020-02-12 20:15:17.153,Nasscom Sees  IT Sector Revenue Growth At 7.7% In FY20
382,2020-02-12 15:39:06.965," National Register Of Citizens Data Is Safe, Says Home Ministry"
383,2020-02-12 00:09:30.955,Assam National Register Of Citizens List Data Goes Offline From Official Website
384,2020-02-10 20:41:44.051,SEBI Mulls Raising Penalty On Rating Agencies In IL&FS Case
385,2020-02-07 15:52:55.629,"These Cash-Hoarders Can Make Shareholders Richer By Rs 88,600 Crore, Says IiAS "
386,2020-01-28 14:32:19.754,Why Analysts See Infosys Bridging The Valuation Gap With TCS
387,2020-01-21 12:38:44.000,Verizon Warns Owning Social Media Can Undermine User Trust
388,2020-01-17 22:06:09.974,"HCL Tech Q3 Results:  Profit Beats Estimates, Lower End Of Revenue Guidance Raised"
389,2020-01-14 05:11:31.000,Infosys Drives India’s Sensex to Record After 3Q Earnings Beat
390,2018-01-07 10:51:49.096,"TCS, Infosys Earnings, And Macro Data To Set Market Trend This Week: Experts"
391,2020-01-12 15:08:40.134," Markets To Eye Earnings, Inflation, Global Events This Week, Say Analysts"
392,2020-01-10 13:41:39.526,Q3 Results Preview: What Analysts Expect From Indian IT Companies
393,2018-01-04 14:59:47.000,"India's Sensex Falls, Posting Longest Losing Streak in a Month"
394,2017-12-21 23:34:38.240,Indian Billionaires Who Added The Most To Their Riches In 2017
395,2017-02-28 18:35:43.455,Listed Metals And Commodity Companies Also Have A Lot Of Cash
396,2019-11-19 05:14:09.000,"Gay-Friendly Work Policies Help Retain Top Talent, Study Shows"
397,2019-11-06 12:57:20.698,"H-1B Visa Denial Rate Highest Among Indian IT Companies Under Trump, Study Shows"
398,2017-12-07 14:09:23.036,"The Stocks That Helped Nifty Defend The 10,000-Mark"
399,2019-10-16 15:53:00.000,India Sensex Posts Best Run in Three Months on Earnings Cheer
400,2019-10-09 08:01:46.968,Here’s How Analysts Expect Indian Tech Companies To Fare In Second Quarter
401,2019-10-04 16:29:10.000,India Stocks Climb as Investors Anticipate RBI Policy Easing
402,2019-09-25 23:37:01.137,"Mukesh Ambani Richest Indian With Net Worth Of Rs 3,80,700 Crore: Hurun Rich List"
403,2019-09-24 17:42:06.561,"Infosys, TCS, HDFC Among 17 Indian Firms In Forbes Best ‘Regarded’ Companies List"
404,2017-02-06 18:20:34.823,The Most Expensive IT Stock Is Also The Least Preferred
405,2017-11-17 22:59:23.008,"Infosys Rs 13,000 Crore Buyback To Open On Nov. 30"
406,2019-09-06 14:02:10.685,"What Former Heads Of Reliance Jio, Airtel Think Of The Broadband Showdown"
407,2017-01-31 11:01:00.000,Trump Executive Order Draft May Cut Visas for India IT Companies
408,2019-08-06 15:27:17.971,"Consumption Slowdown, Higher Valuations May Drag Nifty Further, Says Emkay Global"
409,2019-07-25 17:33:54.000,India Stocks Mark Longest Losing Streak in More Than Two Months
410,2019-07-14 12:18:55.543,"Q1 Earnings, Macro Data To Drive Markets This Week, Say Analysts "
411,2019-07-14 11:15:54.889,"Earnings, Global Cues To Dictate Market Trend, Say Experts"
412,2019-07-10 10:29:58.000,Banner Year of Share Buybacks in India Runs Into Tax Roadblock
413,2019-07-09 13:04:41.167,How Analysts Expect Indian Tech Companies To Fare In First Quarter
414,2017-10-17 18:00:22.039,"

India Inc’s Investment In Foreign Units Falls 39% In September "
415,2019-06-28 16:15:32.724,What Accenture’s Earnings Forecast Means For Indian IT Companies
416,2017-10-15 18:05:04.756,"Quarterly Earnings, Inflation Data To Steer Markets This Diwali Week"
417,2019-06-20 19:14:00.665,"H-1B Visa Cap Will Weaken U.S. Firms, Put Jobs At Risk, Says Nasscom"
418,2019-06-14 14:21:19.383,Hexaware Technologies Buys U.S.-Based Mobiquity For $182 Million
419,2019-05-09 22:41:03.245,Q4 Results: HCL Technologies’ Profit Slips But Meets Street Bets
420,2019-04-20 19:40:19.993,Leading IT Firms Say They’ve Beefed Up Security But Deny Data Breach
421,2019-04-11 10:41:43.321,India Inc.’s Cash Hoarders Can Make Investors Richer By $16 Billion
422,2019-04-11 10:18:10.567,"Good, Bad Or Ugly? How Analysts Expect India’s Software Firms To Deliver In Fourth Quarter"
423,2019-03-15 19:05:48.477,The Joy Of Azim Premji’s Giving...In Numbers
424,2019-03-15 05:03:27.000,An Indian Billionaire Just Gave Shares Worth $7.5 Billion to Charity
425,2019-03-08 16:06:11.000,India Stocks Set for Longest Stretch of Weekly Gains Since November
426,2017-08-17 17:06:07.025, Who’s The Most Generous Of All In India Inc?
427,2017-08-17 16:52:05.956,Have Recent Buybacks By IT Companies Mattered To Shareholders?
428,2017-08-17 07:48:55.068,Infosys To Consider Share Buyback Proposal On August 19
429,2017-08-15 00:32:18.356,Q1 Nifty Earnings Scorecard: Most Misses In Four Quarters
430,2017-07-31 20:31:59.530,Q1 Earnings: The Scorecard So Far
431,2019-01-19 16:44:33.797,"Market Regulator Rejects L&T’s Rs 9,000-Crore Share Buyback "
432,2016-10-26 20:10:31.863,HCL Tech Bucks The Falling Attrition Rate Trend
433,2019-01-11 11:48:44.000,"Tata Consultancy Misses Estimates on Rupee, Employee Costs"
434,2019-01-09 21:58:38.285,Indian IT Companies Set For Best Third Quarter In Two Years 
435,2018-12-27 14:51:27.838,Three Trends That Could Play Out In 2019
436,2017-06-30 12:01:31.505,"Premji Invest’s Stake Buy In Aditya Birla Capital Augurs Well For Grasim, AB Nuvo: Brokerages"
437,2017-06-28 20:36:01.313,"

Mindtree Joins List Of IT Peers Buying Back Shares"
438,2017-06-26 12:09:50.590,"Terrorism And Defence To Take Centre Stage When Modi Meets Trump, Says Neelam Deo"
439,2018-12-04 19:33:18.447,India To Allow Business Visa Extension For Up To 15 Years
440,2018-12-01 12:07:12.165,"U.S. Proposes Changes To H-1B Visa Regime To Prioritise Most Skilled, Highest Paid Foreign Workers"
441,2018-11-30 21:32:36.000,India's Sensex Completes Best Month Since July as Foreigners Buy
442,2017-06-23 10:42:05.571,Share Buyback: MindTree Looks To Join The List
443,2017-06-23 00:34:18.714,Employment Task Force May Suggest Overhaul Of Data Collection
444,2018-11-17 08:28:33.580," Walmart To Lay Off 40% Workforce At Jabong, Merge It With Myntra"
445,2018-11-15 19:20:25.000,Singer's Elliott Takes New Stake in LogMeIn After Share Drop
446,2017-06-14 07:36:18.280,Bears Back In Control Of Indian IT Benchmark Index
447,2018-11-09 11:02:36.624,U.S. IT Firms Claim ‘Dramatic Increase’ In Number Of H-1B Visas Being Held Up
448,2018-10-29 11:19:23.876,Q2 Nifty Earnings: The Scorecard So Far 
449,2018-10-19 06:29:18.929,Trump Administration To Propose Major Changes To H1-B Visa Rules
450,2018-10-11 19:01:09.994, The Stocks That Surprised And Disappointed Analysts The Most
451,2016-08-30 16:39:47.662,Mindtree’s Valuations Surpass Larger Rivals
452,2021-02-02 09:25:27.128,Q3 Nifty Earnings Point To Recovery For India Inc.
453,2020-12-23 19:30:49.482,BQuick On Dec. 23: Top 10 Stories In Under 5 Minutes  
454,2020-12-18 12:20:02.265,"Infosys, HCL Tech, TCS Shares Rise As Accenture Earnings Fuel Optimism "
455,2020-11-29 12:58:38.000,"Kohli, Who Shaped India’s IT Services Industry, Dies at 96"
456,2020-11-28 20:20:27.888,IT Industry Stalwarts React To FC Kohli’s Demise
457,2020-11-17 07:16:31.023,"Stocks To Watch: BPCL, L&T, NBCC, HDFC AMC"
458,2018-09-12 12:34:51.275, Regulatory Policies Pose Biggest Risk To India Inc. In Next Three Years
459,2020-10-16 15:43:26.807,HCL Technologies Q2 Results: Profit Rises; Margin Guidance Raised
460,2020-10-16 12:33:15.572,Indian Billionaires’ Wealth Rose By A Third In Just Four Months
461,2020-10-15 08:05:47.000,India’s Sensex Completes Best Run of Gains Since 2007
462,2020-10-14 09:56:51.000,Indian Stock Benchmark Posts Longest Winning Streak Since 2018
463,2020-10-13 18:46:35.369,Dolat Capital: Mutual Fund Movers And Shakers In September
464,2020-10-10 18:41:38.000,India’s Sensex Completes Best Week Since June as RBI Holds Rates
465,2020-10-09 21:28:15.000,IT Giant TCS Surges to Record After Unveiling $2 Billion Buyback
466,2020-09-15 14:52:57.776,Motilal Oswal:  Equities See Outflows For Second Straight Month; Financials In The Limelight
467,2020-09-08 08:26:00.000,Nirmal Bang: India IT Sector’s  Rising Monetary And Digital Tides Lifting Most Boats
468,2020-09-07 19:28:04.040,Motilal Oswal: 16th Annual Global Investors Conference Takeaways
469,2020-08-18 01:32:04.000,India’s Bond Market Is So Hot Even a Yoga Guru Is Selling Debt
470,2020-07-26 16:53:44.111,In Charts: What Technicals Are Saying About Indian Markets 
471,2020-07-15 20:01:29.535,"Infosys Q1 Results: Profit Falls But Deal Wins, Cost Cuts Help Anchor Margin"
472,2020-07-11 08:34:48.000,Most Indian Stocks Fall With Valuations Levels Flashing Caution
473,2018-08-23 21:26:36.304," L&T Approves Rs 9,000-Crore Share Buyback"
474,2020-07-09 12:41:03.732,India’s Top IT Firms Set To Report A Drop In Revenue In Q1 FY21
475,2018-08-17 19:56:43.126,Most Companies Can Withstand The Ongoing Rupee Fall
476,2018-08-15 12:10:33.000,"Elliott Takes New Stakes in Devon, VMWare, 21st Century Fox"
477,2020-05-23 12:34:04.269,New H-1B Legislation Proposes Giving Priority To U.S.-Educated Foreigners
478,2020-05-05 12:34:55.915,How  India’s Sanitiser Market Grew After Coronavirus Outbreak
479,2020-04-29 16:20:37.000,India Stocks Advance as Post-Lockdown Restart Talks Continue
480,2020-04-21 05:34:10.000,Top India IT Analyst Says Forecasting Has Never Been This Hard
481,2020-04-17 13:49:19.544,"Indian Equity Market Is ‘Mouth-Wateringly Interesting’, Says Saurabh Mukherjea"
482,2020-04-16 03:42:36.000,India Stocks Retreat From Bull Zone Ahead of Earnings Reports
483,2020-04-15 13:12:53.827,How India’s Top IT Firms Are Expected To Fare In Fourth Quarter
484,2020-03-25 13:15:05.406,It Was A Dividend Double Dhamaka By India Inc. Before The Coronavirus
485,2018-07-24 01:58:18.000,"India Sensex at Record as Modi Cuts Tax, Wins Confidence Vote"
486,2018-07-23 13:54:01.320,Q1 Earnings: EPS Estimates Of Nifty Companies Cut Further
487,2020-03-05 16:55:07.212,U.S. Rejected One Out Of Five H-1B Visa Applications Hurting Indian IT Firms Most
488,2020-02-18 14:35:08.791,Nifty Q3 Results: The Three Sectors That Proved To Be A Drag
489,2017-03-20 19:22:28.000,India's NSE Nifty Falls Off Record as Software Stocks Decline
490,2020-01-20 21:39:17.913,Davos 2020: From Delicacies To Delicate Questions: India Generating Interest For All At WEF
491,2020-01-18 08:36:04.454,"TCS Q3 Results: Profit Meets Estimates, Margin Rebounds From Nine-Quarter Low"
492,2020-01-11 08:02:28.357,"Weekly Wrap: Rupee’s Best Week In 10 Months, Sensex Swings On Iran Tensions, GDP Estimates"
493,2019-12-29 16:57:20.910,Startup Street: The State Of India’s Startups And SMEs
494,2019-12-27 12:15:21.837,Deal Street: Paytm Shows Appetite For This Food Tech Startup
495,2019-12-19 23:46:17.085,Industry Leaders Draw Government Attention On Ease Of Doing Business In India
496,2018-06-15 02:35:18.000,Indian Stocks Drop for First Time in Four Days on Hawkish Fed
497,2017-03-05 16:42:11.673,U.S. To Temporarily Suspend Premium Processing Of H-1B Visas
498,2018-05-30 18:45:17.000,Signifyd Scores $100 Million in Funding
499,2018-05-27 16:27:56.766,"Technology Is No Longer Enabler, But Is The New Business Strategy: Nasscom Chairman Premji"
500,2019-10-19 11:19:51.780,"Weekly Wrap: Sensex, Nifty Log Best Gains In Nearly Five Months As Earnings Take Centre Stage"
501,2018-05-04 15:09:21.385,Q4 Nifty Earnings: The Scorecard So Far
502,2019-09-06 22:05:57.091,India’s Domestic Market For Computer Services To Grow Faster Than Exports: UN Report
503,2018-04-22 13:35:31.008,"Markets This Week: Corporate Earnings, Oil Prices To Chart The Direction"
504,2019-08-21 14:13:55.394,Is HCL Technologies Poised For A Rerating?
505,2019-07-22 14:46:39.011,Buyback Tax Impact: IT Sector Sees Highest Foreign Outflows So Far In July
506,2019-07-20 07:29:23.564,Weekly Wrap: Earnings Anxiety Wipes Out Gains With Friday Selloff
507,2019-07-13 09:54:52.286,Weekly Wrap: Budget Blues Continue To Haunt Investors For Second Straight Week
508,2019-07-06 00:51:44.000,India May See $57 Billion Share Sales on Public Float Rule Shift
509,2019-06-26 12:08:10.623,Five Things To Watch For In Indian IT Industry In FY20
510,2017-01-06 12:51:33.190,Information Technology Stocks Fall On Fears Over H-1B Visa Restrictions 
511,2018-03-19 15:02:32.848,No. 1 H-1B Visa Sponsor Tries to Bury Anti-White Bias Lawsuit
512,2018-03-19 12:13:42.700,Why Nomura Remains Cautious On Indian IT Stocks Despite Recent Run Up
513,2019-06-20 11:00:49.559,"Stocks Radar: Apollo Hospitals, Adani Green, Ashok Leyland, IndusInd Bank"
514,2018-03-16 10:30:46.230,"Stocks Radar: JP Associates, Puravankara, Religare Enterprises"
515,2018-03-15 11:00:29.346,"Stock Radar: Bajaj Electricals, Fertiliser Shares, Havells India"
516,2019-06-04 21:03:36.921,Nifty Companies’ Debt Jumps The Most In Five Years
517,2018-02-27 13:55:23.351,"Mid-Cap IT: Growth, But At A Hefty Premium?"
518,2018-02-20 23:49:15.889,These Are India’s Most Transparent Companies 
519,2018-02-20 23:28:53.000,India's IT Firms Expect Continued Growth Amid Shift to New Tech
520,2016-11-29 22:41:12.878,"Sheela Foam’s IPO Kicks Off, Subscribed 1% On First Day"
521,2019-03-14 10:46:53.633,"Stocks Radar: Arvind Fashions, HDFC Bank, Lupin, Westlife Development"
522,2018-01-17 09:04:40.000,"Indian Stocks Decline Most in Two Weeks as Reliance, ITC Fall"
523,2019-02-26 23:51:20.037,Mukesh Ambani Breaks Into World’s Top 10 Rich List As Brother Fights Bankruptcy
524,2018-01-08 11:24:14.000,Stressed Stocks Zoom 31% as New India Law Sparks `Rally of Hope'
525,2016-11-14 13:46:39.390,FDI In Services Sector Soars To $5.28 Billion During April-September
526,2019-02-20 15:50:02.257,"Nasscom Won’t Provide FY20 Guidance, Releases CEO Survey Instead"
527,2018-01-04 20:09:32.683,Infosys CEO Salil Parekh To Get Up To Rs 18.6 Crore In Salary And Variable Pay
528,2019-02-12 16:23:36.871,Total Revenue Of Top Five IT Firms Grows At Its Fastest Pace In 18 Quarters
529,2019-02-07 15:37:50.655,India’s No. 1 Soap Brand’s Crown Is Slipping
530,2019-01-31 06:30:32.000,"Mixed Day for India Stocks as Investors Weigh Earnings, Fed Meet"
531,2017-12-21 07:08:38.000,Indian Stocks Halt Four-Day Winning Streak as Lenders Decline
532,2019-01-24 14:22:05.456,Wealth Of 10 Richest Indians Combined = Four State Economies And Six Ministries
533,2019-01-19 16:57:03.000,Reliance Industries Boosts Indian Stocks Best Gain in 7 Weeks
534,2018-11-30 00:37:51.000,U.S. Jury Clears Tata Consultancy of Anti-American Bias Claims
535,2018-11-12 12:25:55.833,Nifty Q2 Earnings Scorecard: The Big Hits And Misses So Far
536,2017-10-17 13:18:30.137,Earnings Today: Axis Bank’s Asset Quality Pain May Linger
